grid_dx_m,radius_m,mask_mode,level_m,quantity,term,blocks,signed_m2_s,sum_abs_block_integrals_m2_s,sum_spatial_abs_blocks_m2_s,spatial_retained_fraction,temporal_retained_fraction
300,1200.0,fixed_initial,1488.294250529318,total,coriolis,9,294.00950857873227,294.00950857873227,501.1861266190222,0.5866273884357224,1.0
300,1200.0,fixed_initial,1488.294250529318,total,external_forcing,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1488.294250529318,total,guard,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1488.294250529318,total,initial_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1488.294250529318,total,les,9,-537.0091598233389,1092.455796112211,3522.6958173972794,0.31011925319154143,0.49156145423405334
300,1200.0,fixed_initial,1488.294250529318,total,mask_motion,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1488.294250529318,total,predictor_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1488.294250529318,total,projection,9,7.763536593992045e-12,1.9021983009123353e-11,1.9363419978458312e-10,0.09823669078233697,0.40813497679334937
300,1200.0,fixed_initial,1488.294250529318,total,projection_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1488.294250529318,total,surface_drag,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1488.294250529318,total,transport_microphysics_bcs,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1642.4854217859033,les_label,inferred_muscl_label,9,478.065436784589,3308.3492728644164,8411.487925600693,0.3933132047655119,0.14450271037153012
300,1200.0,fixed_initial,1642.4854217859033,les_label,local_les,9,-350.3167192732201,947.7236153693642,3847.213770453164,0.24634025347069072,0.3696401710288587
300,1200.0,fixed_initial,1642.4854217859033,les_label,mask_motion,9,0.0,0.0,0.0,,
300,1200.0,fixed_initial,1642.4854217859033,total,advection,9,-27397.600489767774,43208.37011642212,118911.1273874238,0.3633669200330187,0.6340808601654433
300,1200.0,fixed_initial,1642.4854217859033,total,buoyancy,9,0.0,0.0,0.0,,
